Document Name,Accuracy,Time (seconds)
W2_XL_input_clean_1095,78.26086956521739,2.3185031414031982
W2_XL_input_clean_1096,2.1739130434782608,0.5337278842926025
W2_XL_input_clean_1097,0.0,0.3464949131011963
W2_XL_input_clean_1098,0.0,0.5107109546661377
W2_XL_input_clean_1099,0.0,0.36121082305908203
W2_XL_input_clean_1100,0.0,0.26905202865600586
W2_XL_input_clean_1101,0.0,0.43408823013305664
W2_XL_input_clean_1102,2.1739130434782608,0.6452391147613525
W2_XL_input_clean_1103,80.43478260869566,2.3253371715545654
W2_XL_input_clean_1104,15.217391304347828,1.1643660068511963
W2_XL_input_clean_1105,0.0,0.4207930564880371
W2_XL_input_clean_1106,13.043478260869565,1.1147170066833496
W2_XL_input_clean_1107,0.0,0.28582310676574707
W2_XL_input_clean_1108,0.0,1.63285493850708
